site_index,lon,lat,thresh_min,area_km2,pop,cropland_km2,rwi_mean,rwi_pop_weighted,mean_travel_min
8,13.95425,-12.04463889,240,22237.05660157933,2483285.75,4894.798391049111,-0.40446481108665466,0.3826412856578827,154.59088134765625
9,13.95227778,-12.04691667,30,478.88852659794446,18573.818359375,58.658185984569855,-0.45608484745025635,-0.22395433485507965,18.92897605895996
9,13.95227778,-12.04691667,60,2013.7260508793202,57246.390625,284.41038498694786,-0.4693029522895813,-0.277952641248703,39.83095169067383
9,13.95227778,-12.04691667,120,6263.506761012442,1798898.5,1542.7085585880072,-0.36038100719451904,0.5571618676185608,75.73078918457031
9,13.95227778,-12.04691667,240,22237.05660157933,2483285.75,4894.798391049111,-0.40446481108665466,0.3826412856578827,154.59088134765625
10,13.94530556,-12.08802778,30,407.30629708877996,17214.15234375,50.04032600975211,-0.44619640707969666,-0.21192944049835205,19.665685653686523
10,13.94530556,-12.08802778,60,1917.6791951839814,58305.75,243.38341763500236,-0.4651082456111908,-0.2654778063297272,41.02470779418945
10,13.94530556,-12.08802778,120,6327.15460713523,1802438.0,1543.2873834385166,-0.3583030104637146,0.5569410920143127,76.63441467285156
10,13.94530556,-12.08802778,240,22579.867615979987,2542161.5,5006.148127301265,-0.4049428701400757,0.3804236650466919,155.2427215576172
11,13.91877778,-12.01580556,30,340.0444883686466,16262.09765625,46.07999886262457,-0.46340858936309814,-0.2109539955854416,19.411527633666992
11,13.91877778,-12.01580556,60,1620.101797656146,42846.59765625,175.7808904186815,-0.48145797848701477,-0.28211545944213867,40.71063232421875
11,13.91877778,-12.01580556,120,5544.998876669746,1762516.625,1290.1504761282913,-0.34753644466400146,0.5744888782501221,77.30863189697266
11,13.91877778,-12.01580556,240,20820.10559966432,2360293.75,4526.537352739725,-0.40189769864082336,0.403808057308197,156.98611450195312
12,13.92405556,-12.01369444,30,340.0444883686466,16262.09765625,46.07999886262457,-0.46340858936309814,-0.2109539955854416,19.411527633666992
12,13.92405556,-12.01369444,60,1620.101797656146,42846.59765625,175.7808904186815,-0.48145797848701477,-0.28211545944213867,40.71063232421875
12,13.92405556,-12.01369444,120,5544.998876669746,1762516.625,1290.1504761282913,-0.34753644466400146,0.5744888782501221,77.30863189697266
12,13.92405556,-12.01369444,240,20820.10559966432,2360293.75,4526.537352739725,-0.40189769864082336,0.403808057308197,156.98611450195312
13,13.92233333,-12.10586111,30,480.4584604457612,21567.521484375,52.63505263803884,-0.4457446336746216,-0.22638040781021118,19.753902435302734
13,13.92233333,-12.10586111,60,2098.393700714319,134637.671875,262.0056049424712,-0.44442662596702576,0.07888594269752502,40.84557342529297
13,13.92233333,-12.10586111,120,6730.377080600502,1827723.0,1645.2498489340928,-0.35905200242996216,0.5498722791671753,75.94905853271484
13,13.92233333,-12.10586111,240,23403.44836883765,2604358.5,5258.175463403461,-0.40618517994880676,0.370676726102829,154.07362365722656
14,13.85897222,-11.81066667,30,10.95043334387828,0.0,0.0006889651971654573,,,18.60110855102539
14,13.85897222,-11.81066667,60,44.64407287913715,37.668975830078125,0.2544987191770582,,0.0,39.069419860839844
14,13.85897222,-11.81066667,120,373.07683451739734,2334.037841796875,5.2321366787125525,-0.5401078462600708,-0.418131560087204,93.26184844970703
14,13.85897222,-11.81066667,240,5180.8814075566115,1539814.125,1068.2093964565424,-0.34861189126968384,0.6420714259147644,186.6324005126953
15,13.91002778,-12.15422222,30,381.95731322386087,18712.109375,40.674747755405875,-0.4140912890434265,-0.19535474479198456,21.23330307006836
15,13.91002778,-12.15422222,60,1863.4305466421856,167291.3125,235.28696279146553,-0.4285629093647003,0.1661945879459381,42.36323547363281
15,13.91002778,-12.15422222,120,6802.617603008775,1835608.375,1699.7142200734029,-0.36185410618782043,0.5473043918609619,77.75613403320312
15,13.91002778,-12.15422222,240,23488.226243693236,2609018.5,5279.962594026911,-0.4062727093696594,0.3696650564670563,154.14932250976562
16,14.06216667,-11.86805556,30,265.272802920456,7053.6416015625,26.43481637951126,-0.4958285391330719,-0.4404318928718567,20.2259464263916
16,14.06216667,-11.86805556,60,835.2510156171255,24846.88671875,99.39584459223134,-0.4925178587436676,-0.2892369031906128,37.28541564941406
16,14.06216667,-11.86805556,120,3433.737033977828,728598.625,543.0244419689758,-0.3860626816749573,0.5856709480285645,80.71780395507812
16,14.06216667,-11.86805556,240,15823.331956817241,2189138.5,3524.2171710824846,-0.3887820541858673,0.4500771760940552,164.41712951660156
17,14.02297222,-12.11763889,30,10.93795051271538,147.31021118164062,4.348950288204603,-0.5539761185646057,-0.5404148101806641,18.60110855102539
17,14.02297222,-12.11763889,60,44.59318133843971,539.0011596679688,12.4794760077168,-0.5299729108810425,-0.384758859872818,39.069419860839844
17,14.02297222,-12.11763889,120,859.1571719751753,33155.578125,276.1040969869307,-0.4647058844566345,-0.2976726293563843,101.34752655029297
17,14.02297222,-12.11763889,240,10830.1696520232,2048060.875,2725.082968616608,-0.3804246485233307,0.49756038188934326,180.6431427001953
18,14.63861111,-12.08,30,35.3411693673737,905.6902465820312,7.384708766052152,-0.45937222242355347,-0.23694543540477753,22.089126586914062
18,14.63861111,-12.08,60,358.4289314574548,8793.099609375,78.02867796136825,-0.3868429362773895,-0.27062153816223145,45.362979888916016
18,14.63861111,-12.08,120,3209.120179845962,173912.46875,1255.005516955926,-0.43191173672676086,-0.14390601217746735,91.14362335205078
18,14.63861111,-12.08,240,14650.95833642317,2229082.5,4237.17649492515,-0.3818209171295166,0.42888161540031433,163.28480529785156
19,13.8477,-12.30325,30,528.0091247320836,22914.751953125,48.272308789708426,-0.3606111407279968,-0.20494778454303741,19.510175704956055
19,13.8477,-12.30325,60,2129.6375398742985,961440.5625,401.12328699596264,-0.25842249393463135,0.5390499234199524,39.75424575805664
19,13.8477,-12.30325,120,8638.545420293533,1950417.0,2174.3450002385907,-0.36969202756881714,0.5246753096580505,79.13065338134766
19,13.8477,-12.30325,240,27277.926213235398,2782415.75,6492.580147038025,-0.4167250692844391,0.3244069218635559,150.40870666503906
20,14.8,-12.9167,30,226.4643676710015,29825.859375,112.82181381199713,-0.2366769164800644,-0.13751934468746185,22.484220504760742
20,14.8,-12.9167,60,1186.6635260111805,166425.34375,566.92997307775,-0.3335733711719513,0.00595103669911623,42.52569580078125
20,14.8,-12.9167,120,5188.94306912789,551428.25,2498.7683061899784,-0.428083598613739,-0.1640952080488205,82.34741973876953
20,14.8,-12.9167,240,21965.344490082414,2171496.5,8395.07496374748,-0.4476270079612732,0.11780833452939987,159.74746704101562
21,14.7682393,-12.3545192,30,645.582850078928,93827.3984375,400.94777099758574,-0.3395020663738251,-0.011838200502097607,19.188962936401367
21,14.7682393,-12.3545192,60,2175.3890341193996,175871.34375,1043.0955510804374,-0.36966946721076965,-0.13802345097064972,38.30576705932617
21,14.7682393,-12.3545192,120,7309.700592351953,390967.71875,2893.645480051218,-0.4163513779640198,-0.2218710035085678,74.9937515258789
21,14.7682393,-12.3545192,240,23127.655692246983,2847281.0,7301.967552549545,-0.41773316264152527,0.2938212454319,150.28500366210938
22,14.00276944,-13.02198333,30,526.5253384403813,65897.3671875,216.14699499661447,-0.462835431098938,-0.15615633130073547,18.92943000793457
22,14.00276944,-13.02198333,60,2144.615034359522,240769.4375,958.8402566489774,-0.5049706101417542,-0.15557445585727692,40.09684753417969
22,14.00276944,-13.02198333,120,9150.687279533846,1395286.0,3550.4838846217276,-0.47533342242240906,0.25733816623687744,80.39472198486328
22,14.00276944,-13.02198333,240,30047.132444686824,3139523.75,8974.75818604184,-0.43687278032302856,0.23724259436130524,151.1724395751953
23,13.48618333,-12.60254167,30,387.1803474953282,909607.5,65.72191612774341,0.305101215839386,0.6993169188499451,20.378347396850586
23,13.48618333,-12.60254167,60,1400.1372596741962,1654574.375,122.1896189544947,0.17724314332008362,0.6731144785881042,39.04200744628906
23,13.48618333,-12.60254167,120,5823.825460663938,1824859.75,600.2949628108086,-0.20569807291030884,0.5909416675567627,80.36236572265625
23,13.48618333,-12.60254167,240,28449.825101519935,2882267.5,7108.1167303157035,-0.440333753824234,0.29171881079673767,163.6479949951172
24,14.25963,-13.04825,30,572.6063308430772,158658.4375,440.10412738757145,-0.5111284255981445,-0.07420405745506287,18.77549934387207
24,14.25963,-13.04825,60,2394.416643926374,393439.75,1520.5800103216247,-0.49183884263038635,-0.1280926913022995,39.978580474853516
24,14.25963,-13.04825,120,9526.70334857097,784074.0,4146.581258171947,-0.4846231937408447,-0.25290149450302124,78.3348159790039
24,14.25963,-13.04825,240,29683.97462577314,3173738.25,9502.189594977322,-0.4350513815879822,0.23094885051250458,149.350830078125
25,14.25974,-13.04839,30,572.6063308430772,158658.4375,440.10412738757145,-0.5111284255981445,-0.07420405745506287,18.77549934387207
25,14.25974,-13.04839,60,2394.416643926374,393439.75,1520.5800103216247,-0.49183884263038635,-0.1280926913022995,39.978580474853516
25,14.25974,-13.04839,120,9526.70334857097,784074.0,4146.581258171947,-0.4846231937408447,-0.25290149450302124,78.3348159790039
25,14.25974,-13.04839,240,29683.97462577314,3173738.25,9502.189594977322,-0.4350513815879822,0.23094885051250458,149.350830078125
